Sexo;Idade;Raça;Escolaridade;Rendimento mensal;Horas trabalhadas por semana;Região do domicílio;Número de pessoas no domicílio
Homem;40;Branca;Superior completo;4000;50;Urbana;4
Homem;31;Branca;Fundamental completo ou equivalente;1045;48;Rural;4
Homem;51;Parda;Sem instrução e menos de 1 ano de estudo;700;30;Rural;2
Homem;58;Parda;Superior completo;10000;44;Urbana;5
Mulher;30;Parda;Médio completo ou equivalente;1045;40;Urbana;3
Homem;69;Parda;Médio completo ou equivalente;1500;20;Rural;3
Homem;33;Branca;Médio completo ou equivalente;3500;40;Urbana;3
Homem;43;Preta;Fundamental incompleto ou equivalente;400;40;Rural;4
Homem;33;Branca;Superior completo;2500;44;Urbana;4
Mulher;47;Parda;Fundamental completo ou equivalente;1045;40;Urbana;5
Mulher;21;Branca;Superior incompleto ou equivalente;1200;40;Urbana;6
Mulher;27;Parda;Médio completo ou equivalente;1200;40;Rural;4
Homem;24;Branca;Médio completo ou equivalente;1800;44;Urbana;2
Homem;36;Parda;Fundamental incompleto ou equivalente;2100;44;Rural;2
Mulher;36;Parda;Superior incompleto ou equivalente;500;25;Urbana;4
Mulher;24;Branca;Médio incompleto ou equivalente;998;48;Urbana;5
Homem;58;Branca;Fundamental incompleto ou equivalente;1800;40;Urbana;3
Mulher;21;Branca;Médio completo ou equivalente;1100;53;Urbana;3
Homem;21;Parda;Fundamental incompleto ou equivalente;400;44;Urbana;2
Homem;34;Parda;Médio completo ou equivalente;2000;44;Urbana;2
Mulher;30;Parda;Médio completo ou equivalente;1045;40;Urbana;2
Mulher;41;Branca;Médio completo ou equivalente;1900;48;Urbana;6
Homem;27;Preta;Médio completo ou equivalente;2000;40;Urbana;6
Mulher;20;Parda;Médio completo ou equivalente;1045;44;Urbana;4
Mulher;54;Branca;Médio completo ou equivalente;900;35;Rural;2
Homem;19;Branca;Médio incompleto ou equivalente;583;55;Rural;3
Homem;37;Branca;Superior completo;5000;40;Urbana;3
Mulher;36;Parda;Médio completo ou equivalente;500;16;Urbana;4
Mulher;35;Branca;Fundamental incompleto ou equivalente;1039;40;Urbana;3
Homem;41;Branca;Superior completo;10000;40;Urbana;3
Homem;26;Parda;Médio completo ou equivalente;1045;40;Urbana;4
Mulher;38;Branca;Médio completo ou equivalente;1600;40;Urbana;4
Homem;38;Parda;Fundamental completo ou equivalente;800;40;Urbana;4
Homem;28;Branca;Médio completo ou equivalente;1600;45;Urbana;3
Mulher;18;Parda;Fundamental completo ou equivalente;600;30;Urbana;3
Homem;28;Branca;Médio completo ou equivalente;1000;40;Rural;2
Homem;79;Parda;Fundamental incompleto ou equivalente;180;30;Rural;2
Mulher;43;Branca;Superior completo;2000;20;Urbana;3
Homem;36;Parda;Médio completo ou equivalente;1500;40;Urbana;3
Homem;42;Parda;Médio completo ou equivalente;2000;36;Urbana;2
Mulher;40;Parda;Superior completo;2000;40;Urbana;1
Homem;49;Parda;Médio completo ou equivalente;1700;52;Rural;2
Mulher;25;Branca;Médio completo ou equivalente;200;30;Urbana;6
Homem;40;Parda;Fundamental incompleto ou equivalente;700;50;Rural;3
Mulher;38;Branca;Superior completo;1400;40;Urbana;2
Mulher;27;Parda;Médio completo ou equivalente;1000;12;Urbana;3
Mulher;34;Branca;Médio completo ou equivalente;2500;50;Rural;3
Homem;48;Parda;Médio completo ou equivalente;1600;44;Urbana;3
Mulher;56;Branca;Superior completo;2000;40;Urbana;2
Homem;46;Parda;Fundamental incompleto ou equivalente;1000;44;Urbana;3
Mulher;22;Parda;Médio completo ou equivalente;500;15;Urbana;5
Homem;65;Branca;Médio completo ou equivalente;2500;53;Urbana;2
Homem;17;Parda;Médio incompleto ou equivalente;300;20;Rural;2
Mulher;25;Parda;Médio completo ou equivalente;1045;44;Urbana;3
Mulher;42;Preta;Superior incompleto ou equivalente;1100;40;Urbana;3
Homem;41;Preta;Superior completo;2500;40;Urbana;3
Mulher;42;Parda;Fundamental incompleto ou equivalente;300;10;Urbana;2
Homem;36;Parda;Fundamental incompleto ou equivalente;200;8;Rural;4
Mulher;55;Preta;Médio completo ou equivalente;2000;20;Urbana;4
Mulher;33;Parda;Médio completo ou equivalente;500;25;Urbana;5
Homem;31;Branca;Fundamental completo ou equivalente;2500;44;Urbana;2
Homem;42;Parda;Fundamental incompleto ou equivalente;400;15;Urbana;4
Homem;51;Branca;Fundamental incompleto ou equivalente;1500;50;Urbana;4
Mulher;29;Branca;Superior completo;2300;20;Urbana;2
Mulher;45;Branca;Superior incompleto ou equivalente;7672;40;Urbana;2
Mulher;41;Branca;Médio completo ou equivalente;800;20;Urbana;3
Homem;47;Parda;Fundamental incompleto ou equivalente;1200;36;Urbana;4
Homem;42;Preta;Médio incompleto ou equivalente;3000;44;Urbana;4
Mulher;22;Parda;Superior incompleto ou equivalente;2200;44;Urbana;2
Homem;29;Preta;Fundamental incompleto ou equivalente;1000;44;Urbana;3
Homem;28;Parda;Médio completo ou equivalente;700;32;Rural;2
Mulher;43;Parda;Fundamental incompleto ou equivalente;720;24;Rural;3
Homem;30;Branca;Médio completo ou equivalente;2000;65;Urbana;3
Mulher;16;Branca;Médio incompleto ou equivalente;500;20;Urbana;4
Mulher;51;Branca;Médio incompleto ou equivalente;1300;40;Urbana;1
Homem;35;Branca;Superior completo;3600;30;Urbana;3
Homem;27;Branca;Médio completo ou equivalente;3000;44;Urbana;3
Homem;28;Parda;Médio incompleto ou equivalente;600;50;Urbana;6
Mulher;28;Parda;Superior completo;1045;30;Urbana;3
Mulher;30;Parda;Médio completo ou equivalente;1200;44;Urbana;4
Mulher;33;Parda;Médio incompleto ou equivalente;800;20;Urbana;2
Mulher;63;Parda;Médio completo ou equivalente;1300;40;Urbana;2
Homem;31;Branca;Médio completo ou equivalente;500;16;Urbana;3
Mulher;59;Parda;Superior completo;1400;40;Urbana;8
Homem;72;Branca;Superior incompleto ou equivalente;5000;80;Urbana;2
Homem;36;Branca;Médio completo ou equivalente;1600;40;Urbana;3
Homem;37;Branca;Fundamental completo ou equivalente;200;40;Rural;4
Homem;24;Parda;Superior incompleto ou equivalente;2200;45;Urbana;4
Mulher;22;Branca;Superior completo;2500;45;Urbana;3
Mulher;38;Branca;Médio completo ou equivalente;1045;30;Rural;7
Mulher;55;Branca;Superior completo;5000;30;Urbana;3
Homem;32;Branca;Superior completo;2000;20;Urbana;3
Mulher;24;Parda;Fundamental completo ou equivalente;100;16;Urbana;3
Mulher;38;Parda;Médio incompleto ou equivalente;650;40;Urbana;3
Mulher;27;Parda;Médio completo ou equivalente;1200;28;Urbana;3
Homem;50;Preta;Sem instrução e menos de 1 ano de estudo;600;42;Urbana;5
Homem;19;Parda;Fundamental incompleto ou equivalente;200;23;Urbana;2
Homem;49;Branca;Fundamental incompleto ou equivalente;1500;78;Urbana;3
Mulher;33;Parda;Médio completo ou equivalente;800;20;Urbana;4
Homem;55;Branca;Médio completo ou equivalente;1400;44;Urbana;3
Mulher;56;Branca;Médio completo ou equivalente;2000;40;Urbana;4
Mulher;40;Branca;Superior completo;3000;40;Urbana;4
Homem;33;Parda;Médio completo ou equivalente;1500;44;Urbana;5
Homem;17;Parda;Médio completo ou equivalente;1600;44;Urbana;4
Mulher;33;Branca;Superior completo;1000;50;Urbana;4
Mulher;23;Branca;Superior incompleto ou equivalente;800;20;Urbana;4
Mulher;32;Branca;Médio completo ou equivalente;2000;40;Urbana;4
Homem;36;Parda;Médio completo ou equivalente;1045;40;Urbana;3
Homem;42;Branca;Superior completo;3000;20;Urbana;3
Mulher;36;Branca;Fundamental incompleto ou equivalente;2000;44;Rural;3
Mulher;54;Branca;Superior completo;6000;35;Urbana;5
Mulher;21;Parda;Fundamental incompleto ou equivalente;200;44;Urbana;2
Mulher;46;Parda;Médio completo ou equivalente;2224;44;Urbana;3
Homem;18;Branca;Médio incompleto ou equivalente;1200;40;Urbana;3
Homem;44;Parda;Médio completo ou equivalente;1039;40;Urbana;4
Homem;23;Branca;Fundamental incompleto ou equivalente;1190;48;Rural;1
Mulher;51;Parda;Médio incompleto ou equivalente;2300;40;Urbana;3
Homem;19;Preta;Médio completo ou equivalente;1000;48;Urbana;1
Homem;19;Branca;Médio completo ou equivalente;1045;44;Urbana;6
Mulher;49;Branca;Médio completo ou equivalente;5000;40;Urbana;5
Homem;66;Parda;Médio incompleto ou equivalente;1200;40;Urbana;3
Mulher;43;Branca;Médio completo ou equivalente;3000;44;Rural;4
Mulher;49;Parda;Fundamental incompleto ou equivalente;1500;42;Urbana;5
Mulher;34;Branca;Médio incompleto ou equivalente;1045;40;Urbana;3
Mulher;51;Preta;Médio completo ou equivalente;300;48;Urbana;3
Mulher;33;Parda;Superior completo;5000;40;Urbana;3
Homem;54;Parda;Médio completo ou equivalente;4200;44;Urbana;2
Homem;61;Preta;Médio completo ou equivalente;1600;40;Urbana;2
Mulher;51;Branca;Superior completo;4180;40;Urbana;4
Homem;34;Parda;Médio completo ou equivalente;1400;44;Urbana;2
Homem;25;Parda;Médio completo ou equivalente;1400;40;Urbana;3
Homem;56;Preta;Fundamental incompleto ou equivalente;1500;44;Urbana;3
Mulher;63;Branca;Superior completo;2000;44;Urbana;1
Homem;52;Parda;Fundamental incompleto ou equivalente;1200;45;Rural;3
Homem;51;Parda;Sem instrução e menos de 1 ano de estudo;360;24;Rural;8
Homem;41;Parda;Médio completo ou equivalente;5000;50;Urbana;6
Homem;53;Parda;Médio completo ou equivalente;7000;54;Urbana;2
Homem;35;Parda;Médio completo ou equivalente;1400;44;Urbana;3
Homem;48;Parda;Médio completo ou equivalente;2500;24;Rural;1
Homem;19;Parda;Médio completo ou equivalente;1045;28;Urbana;2
Homem;47;Parda;Médio completo ou equivalente;1000;40;Urbana;5
Homem;66;Parda;Fundamental incompleto ou equivalente;1700;40;Urbana;2
Homem;42;Branca;Médio completo ou equivalente;1785;70;Urbana;3
Homem;36;Parda;Médio completo ou equivalente;1000;50;Urbana;5
Homem;68;Branca;Superior completo;4000;44;Urbana;6
Homem;77;Parda;Superior completo;4000;15;Urbana;2
Homem;56;Parda;Superior completo;10000;40;Urbana;4
Mulher;38;Branca;Fundamental incompleto ou equivalente;990;21;Urbana;5
Mulher;62;Branca;Fundamental incompleto ou equivalente;1300;30;Urbana;2
Homem;27;Parda;Médio incompleto ou equivalente;1045;40;Rural;3
Homem;48;Branca;Superior completo;7000;40;Urbana;5
Homem;40;Parda;Médio incompleto ou equivalente;1000;24;Rural;4
Homem;32;Parda;Superior incompleto ou equivalente;1800;44;Urbana;3
Mulher;54;Parda;Fundamental incompleto ou equivalente;1100;14;Urbana;1
Homem;30;Parda;Fundamental completo ou equivalente;1500;36;Urbana;5
Homem;48;Parda;Médio completo ou equivalente;1800;44;Urbana;3
Homem;24;Parda;Superior incompleto ou equivalente;1500;44;Urbana;4
Homem;51;Branca;Fundamental incompleto ou equivalente;1200;40;Rural;3
Mulher;58;Branca;Fundamental incompleto ou equivalente;1000;20;Urbana;4
Mulher;47;Parda;Superior completo;30000;40;Urbana;4
Mulher;54;Parda;Fundamental completo ou equivalente;800;30;Urbana;2
Mulher;33;Preta;Médio completo ou equivalente;80;14;Urbana;2
Homem;63;Preta;Médio completo ou equivalente;1100;35;Rural;5
Homem;51;Branca;Médio completo ou equivalente;1300;40;Urbana;5
Homem;47;Branca;Médio completo ou equivalente;2000;40;Urbana;3
Homem;48;Parda;Fundamental incompleto ou equivalente;2400;40;Urbana;1
Mulher;79;Parda;Fundamental incompleto ou equivalente;500;20;Urbana;5
Mulher;33;Branca;Superior completo;6000;44;Urbana;4
Homem;41;Branca;Fundamental incompleto ou equivalente;5000;50;Urbana;5
Mulher;34;Branca;Superior incompleto ou equivalente;1600;48;Urbana;3
Homem;38;Parda;Fundamental completo ou equivalente;3000;44;Urbana;4
Mulher;56;Preta;Fundamental incompleto ou equivalente;1045;40;Urbana;2
Mulher;52;Branca;Superior completo;2100;20;Rural;3
Mulher;28;Parda;Médio completo ou equivalente;400;40;Urbana;5
Mulher;42;Branca;Superior completo;3000;44;Urbana;2
Mulher;21;Parda;Superior incompleto ou equivalente;1150;40;Urbana;4
Mulher;20;Branca;Superior incompleto ou equivalente;1145;40;Rural;5
Homem;35;Branca;Superior completo;12000;48;Urbana;3
Homem;18;Branca;Superior incompleto ou equivalente;800;20;Urbana;2
Homem;64;Branca;Fundamental incompleto ou equivalente;1300;45;Urbana;4
Homem;46;Preta;Superior completo;1500;40;Urbana;4
Homem;59;Parda;Médio completo ou equivalente;1045;44;Urbana;2
Mulher;56;Branca;Sem instrução e menos de 1 ano de estudo;1500;48;Urbana;4
Homem;30;Parda;Médio incompleto ou equivalente;1500;40;Rural;4
Homem;22;Parda;Superior completo;2200;44;Urbana;2
Homem;22;Branca;Fundamental incompleto ou equivalente;1800;44;Urbana;5
Homem;57;Branca;Fundamental incompleto ou equivalente;1045;44;Rural;4
Homem;52;Branca;Fundamental incompleto ou equivalente;3000;24;Rural;4
Mulher;32;Branca;Médio completo ou equivalente;1200;40;Urbana;4
Mulher;30;Branca;Fundamental incompleto ou equivalente;2000;50;Urbana;2
Homem;39;Parda;Fundamental incompleto ou equivalente;1800;40;Rural;5
Homem;26;Parda;Médio completo ou equivalente;2400;40;Urbana;2
Homem;71;Parda;Médio completo ou equivalente;300;25;Urbana;2
Mulher;43;Parda;Fundamental completo ou equivalente;1045;40;Urbana;5
Homem;33;Branca;Médio completo ou equivalente;1000;72;Rural;1
Mulher;36;Parda;Fundamental incompleto ou equivalente;600;24;Rural;2
Homem;58;Parda;Fundamental incompleto ou equivalente;300;30;Urbana;1
Homem;31;Branca;Superior completo;6900;40;Urbana;3
Homem;23;Parda;Superior incompleto ou equivalente;1134;40;Urbana;2
Homem;45;Branca;Fundamental incompleto ou equivalente;1045;44;Rural;5
Mulher;51;Parda;Fundamental incompleto ou equivalente;1150;40;Rural;3
Homem;64;Branca;Fundamental incompleto ou equivalente;500;36;Rural;2
Homem;34;Parda;Médio completo ou equivalente;1045;40;Urbana;3
Mulher;25;Branca;Médio completo ou equivalente;1045;44;Urbana;3
Homem;37;Branca;Superior incompleto ou equivalente;1500;20;Urbana;3
Mulher;34;Parda;Superior completo;1045;44;Urbana;4
Homem;27;Parda;Médio completo ou equivalente;1045;40;Urbana;6
Mulher;43;Parda;Fundamental incompleto ou equivalente;500;12;Urbana;2
Mulher;52;Branca;Superior completo;2500;24;Urbana;3
Homem;35;Parda;Médio incompleto ou equivalente;2500;44;Rural;4
Mulher;37;Branca;Superior completo;4000;40;Urbana;3
Mulher;31;Parda;Superior incompleto ou equivalente;1045;44;Urbana;4
Mulher;41;Parda;Médio incompleto ou equivalente;1045;44;Urbana;4
Mulher;41;Branca;Superior completo;500;12;Urbana;4
Homem;49;Branca;Fundamental incompleto ou equivalente;1300;44;Urbana;4
Homem;25;Branca;Médio completo ou equivalente;1045;40;Urbana;4
Mulher;54;Parda;Superior incompleto ou equivalente;300;20;Urbana;2
Mulher;39;Parda;Fundamental completo ou equivalente;1045;40;Urbana;4
Mulher;69;Branca;Superior completo;1500;5;Urbana;2
Mulher;54;Preta;Superior completo;2700;20;Urbana;3
Mulher;36;Parda;Médio completo ou equivalente;300;35;Urbana;3
Mulher;42;Parda;Fundamental incompleto ou equivalente;350;24;Urbana;5
Homem;30;Branca;Médio completo ou equivalente;2000;40;Urbana;2
Mulher;18;Branca;Médio incompleto ou equivalente;500;30;Urbana;6
Mulher;36;Branca;Superior incompleto ou equivalente;2000;40;Urbana;3
Homem;28;Branca;Fundamental incompleto ou equivalente;1200;48;Urbana;3
Homem;42;Branca;Médio incompleto ou equivalente;2700;46;Urbana;4
Mulher;33;Parda;Superior completo;1500;44;Urbana;3
Homem;47;Parda;Fundamental incompleto ou equivalente;1800;45;Urbana;2
Mulher;35;Branca;Médio completo ou equivalente;1500;36;Urbana;4
Homem;33;Parda;Fundamental incompleto ou equivalente;1600;60;Urbana;3
Mulher;48;Branca;Fundamental incompleto ou equivalente;1045;40;Urbana;3
Homem;48;Branca;Fundamental incompleto ou equivalente;600;40;Rural;1
Homem;70;Preta;Fundamental incompleto ou equivalente;500;8;Urbana;2
Mulher;29;Branca;Superior incompleto ou equivalente;920;40;Rural;4
Mulher;41;Parda;Médio completo ou equivalente;1565;40;Urbana;4
Mulher;51;Parda;Superior completo;3000;16;Urbana;2
Homem;38;Branca;Fundamental completo ou equivalente;350;20;Rural;1
Mulher;25;Branca;Médio completo ou equivalente;1200;48;Urbana;2
Mulher;41;Parda;Médio completo ou equivalente;1045;30;Urbana;4
Mulher;30;Branca;Superior completo;4500;40;Urbana;3
Homem;56;Branca;Fundamental incompleto ou equivalente;1500;30;Urbana;5
Mulher;31;Branca;Superior completo;4000;40;Urbana;3
Mulher;26;Preta;Médio completo ou equivalente;1045;60;Rural;7
Mulher;56;Parda;Médio completo ou equivalente;2400;44;Urbana;1
Mulher;41;Parda;Fundamental incompleto ou equivalente;320;8;Urbana;3
Homem;21;Parda;Médio completo ou equivalente;1400;45;Urbana;1
Mulher;19;Parda;Médio completo ou equivalente;600;30;Urbana;3
Mulher;41;Parda;Fundamental incompleto ou equivalente;240;10;Urbana;4
Homem;21;Branca;Médio completo ou equivalente;1045;44;Urbana;4
Homem;31;Branca;Médio completo ou equivalente;200;42;Rural;5
Homem;37;Branca;Superior completo;6000;44;Urbana;3
Homem;37;Branca;Superior incompleto ou equivalente;7000;60;Urbana;3
Homem;43;Branca;Médio completo ou equivalente;2100;64;Urbana;1
Homem;35;Preta;Médio incompleto ou equivalente;1045;44;Urbana;5
Mulher;30;Parda;Médio completo ou equivalente;400;40;Urbana;6
Mulher;52;Branca;Superior completo;3000;30;Urbana;3
Homem;31;Branca;Fundamental incompleto ou equivalente;800;50;Urbana;4
Homem;54;Branca;Fundamental incompleto ou equivalente;1200;48;Urbana;3
Homem;35;Branca;Superior completo;10000;40;Urbana;2
Homem;42;Parda;Fundamental incompleto ou equivalente;400;36;Rural;4
Homem;55;Branca;Fundamental incompleto ou equivalente;700;44;Urbana;2
Homem;49;Parda;Fundamental incompleto ou equivalente;1500;77;Urbana;1
Mulher;72;Parda;Fundamental incompleto ou equivalente;50;5;Rural;2
Mulher;50;Branca;Superior completo;2000;48;Urbana;4
Homem;31;Branca;Superior completo;4700;60;Urbana;1
Homem;60;Parda;Fundamental incompleto ou equivalente;15000;40;Urbana;2
Homem;56;Parda;Médio completo ou equivalente;1000;30;Urbana;4
Homem;19;Branca;Superior incompleto ou equivalente;700;25;Urbana;3
Homem;24;Parda;Superior incompleto ou equivalente;600;32;Urbana;3
Homem;57;Parda;Fundamental incompleto ou equivalente;500;30;Urbana;3
Homem;23;Branca;Médio completo ou equivalente;1600;42;Urbana;3
Mulher;38;Branca;Superior completo;3000;30;Rural;5
Mulher;34;Preta;Fundamental incompleto ou equivalente;500;30;Urbana;5
Homem;21;Parda;Superior incompleto ou equivalente;1200;44;Urbana;3
Mulher;51;Parda;Fundamental incompleto ou equivalente;300;12;Urbana;3
Homem;38;Parda;Médio completo ou equivalente;15000;44;Urbana;4
Mulher;24;Branca;Superior completo;2000;36;Rural;4
Homem;36;Preta;Médio completo ou equivalente;2500;22;Urbana;4
Homem;49;Branca;Fundamental incompleto ou equivalente;6750;60;Rural;6
Homem;35;Parda;Médio completo ou equivalente;1700;44;Urbana;3
Homem;23;Branca;Fundamental completo ou equivalente;1100;44;Urbana;5
Mulher;57;Parda;Médio completo ou equivalente;900;30;Urbana;12
Mulher;21;Branca;Médio completo ou equivalente;1000;48;Urbana;2
Homem;49;Parda;Fundamental incompleto ou equivalente;1200;40;Urbana;4
Homem;50;Branca;Fundamental completo ou equivalente;2000;44;Urbana;4
Mulher;52;Parda;Fundamental incompleto ou equivalente;1400;36;Urbana;1
Homem;39;Branca;Fundamental incompleto ou equivalente;400;24;Rural;3
Homem;22;Branca;Superior completo;1200;40;Urbana;3
Mulher;35;Parda;Superior completo;1500;44;Urbana;2
Mulher;47;Parda;Superior completo;1300;40;Urbana;5
Homem;35;Branca;Fundamental incompleto ou equivalente;1500;44;Rural;3
Mulher;34;Amarela;Médio completo ou equivalente;600;20;Urbana;4
Homem;59;Branca;Médio completo ou equivalente;5000;40;Urbana;4
Homem;48;Branca;Superior completo;1500;40;Urbana;3
Mulher;69;Branca;Superior completo;3000;15;Urbana;3
Homem;38;Preta;Médio completo ou equivalente;1045;40;Urbana;3
Homem;19;Parda;Médio completo ou equivalente;1089;44;Urbana;3
Homem;54;Branca;Médio completo ou equivalente;350;40;Urbana;2
Homem;28;Parda;Médio completo ou equivalente;1049;40;Urbana;5
Homem;55;Parda;Fundamental incompleto ou equivalente;1000;65;Urbana;1
Mulher;48;Parda;Fundamental incompleto ou equivalente;180;40;Rural;1
Mulher;49;Preta;Médio completo ou equivalente;1500;40;Urbana;4
Homem;42;Branca;Superior completo;2500;40;Urbana;4
Homem;34;Parda;Fundamental incompleto ou equivalente;200;16;Rural;5
